,cand_id,country,endMonth,endYear,name,startMonth,startYear
0,3864.0,,Present,Present,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,
1,3864.0,,Present,2007,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,2003.0
2,3864.0,,Present,2003,b'C\xc3\x83\xc2\xa9gep St-Hyacinthe',,2000.0
0,3867.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
1,3867.0,,Present,2007,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,2003.0
0,3869.0,,Present,Present,b'SUPINFO International University',,
1,3869.0,,Present,2008,b'Lyc\xc3\x83\xc2\xa9e Pierre Lagourgue',,2006.0
2,3869.0,,Present,2013,b'SUPINFO - The International Institute of Information Technology',,2009.0
0,3879.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
1,3879.0,,Present,2006,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,2005.0
0,3884.0,,Present,Present,b'Ryerson University',,
1,3884.0,,Present,2005,b'Ryerson University',,2001.0
